objectid;straatnaam;postcode6;postcode4;hsnr_laag;hsnr_hoog;hsnr_aant;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelcode;stadsdeelnaam;x_rd;y_rd;longitude;latitude;geo_shape;geo_point_2d
5344;Westlandstraat;5628AV;5628;1.0;20.0;20.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160205.36995;387589.92362558;5.46212953;51.47733655;"{""coordinates"": [5.462128069156809, 51.477336188255045], ""type"": ""Point""}";51.477336188255045, 5.462128069156809
5345;Westmallestraat;5628TL;5628;1.0;12.0;12.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161726.3184;387940.80339803;5.48402945;51.48047435;"{""coordinates"": [5.484028068094946, 51.480473972454675], ""type"": ""Point""}";51.480473972454675, 5.484028068094946
5346;Westrik;5629CE;5629;1.0;25.0;13.0;535;Castiliëlaan;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;159508.5572;389175.35690764;5.45211967;51.49159347;"{""coordinates"": [5.45211814262672, 51.49159310231027], ""type"": ""Point""}";51.49159310231027, 5.45211814262672
5349;Wezelstraat;5622AM;5622;2.0;8.0;5.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160755.413;384903.88573479;5.47000309;51.45318732;"{""coordinates"": [5.4700017917962995, 51.45318698495848], ""type"": ""Point""}";51.45318698495848, 5.4700017917962995
5350;Wickenburg;5653NX;5653;1.0;44.0;30.0;731;Genderbeemd;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;158445.97462935;381161.8515;5.43674091;51.41957029;"{""coordinates"": [5.436739701085082, 51.41956998133125], ""type"": ""Point""}";51.41956998133125, 5.436739701085082
5359;Wijngaardplein;5632MC;5632;47.0;55.0;14.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162348.1894791;387606.85195;5.49297457;51.47746479;"{""coordinates"": [5.492973235118028, 51.477464422422244], ""type"": ""Point""}";51.477464422422244, 5.492973235118028
5361;Wijnpeerstraat;5632MG;5632;39.0;85.0;24.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162303.55915;387637.40458847;5.49233277;51.47774;"{""coordinates"": [5.492331436553611, 51.477739629974906], ""type"": ""Point""}";51.477739629974906, 5.492331436553611
5365;Wilgenroosstraat;5644CE;5644;1.0;51.0;26.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162527.4618;381056.40926199;5.49541493;51.41858273;"{""coordinates"": [5.495413911930307, 51.41858242117195], ""type"": ""Point""}";51.41858242117195, 5.495413911930307
5367;Wilgenroosstraat;5644CH;5644;2.0;52.0;26.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162503.2304;381049.29377815;5.49506643;51.4185191;"{""coordinates"": [5.49506541166753, 51.41851878558858], ""type"": ""Point""}";51.41851878558858, 5.49506541166753
5368;Wilgenstraat;5651CB;5651;1.0;37.0;19.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;159407.5997;384364.47568849;5.45060558;51.44835092;"{""coordinates"": [5.450604246721425, 51.44835059790397], ""type"": ""Point""}";51.44835059790397, 5.450604246721425
5372;Willaertplein;5654LN;5654;1.0;13.0;19.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160140.99025;381492.53037795;5.46111364;51.42252972;"{""coordinates"": [5.461112486373183, 51.4225294131516], ""type"": ""Point""}";51.4225294131516, 5.461112486373183
5375;Willem Dicbierstraat;5611WD;5611;1.0;25.0;13.0;111;Binnenstad;11;Wijk Centrum;1;Stadsdeel Centrum;161823.39872424;383445.89085;5.48533971;51.44006996;"{""coordinates"": [5.485338555156109, 51.44006963716434], ""type"": ""Point""}";51.44006963716434, 5.485338555156109
5376;Willem Dudokweg;5624KX;5624;2.0;18.0;9.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160327.8721589;386392.5856;5.46387471;51.46657295;"{""coordinates"": [5.463873312740366, 51.46657259717474], ""type"": ""Point""}";51.46657259717474, 5.463873312740366
5380;Willem Klooslaan;5615NK;5615;1.0;41.0;33.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160925.29861879;382047.0345;5.47239908;51.42750627;"{""coordinates"": [5.47239794290742, 51.42750595979344], ""type"": ""Point""}";51.42750595979344, 5.47239794290742
5392;Willem de Rijkelaan;5616HZ;5616;6.0;58.0;28.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160057.4067;383120.60646673;5.45993535;51.43716473;"{""coordinates"": [5.459934115031296, 51.4371644099097], ""type"": ""Point""}";51.4371644099097, 5.459934115031296
5393;Willem de Rijkelaan;5616HZ;5616;5.0;19.0;17.0;613;Engelsbergen;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160057.4067;383120.60646673;5.45993535;51.43716473;"{""coordinates"": [5.459934115031296, 51.4371644099097], ""type"": ""Point""}";51.4371644099097, 5.459934115031296
5397;Willem de Zwijgerstraat;5616AD;5616;51.0;79.0;17.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160671.766135;382934.1891;5.46876791;51.43548323;"{""coordinates"": [5.468766717245722, 51.43548290857888], ""type"": ""Point""}";51.43548290857888, 5.468766717245722
5400;Willem van Hornestraat;5611PV;5611;2.0;32.0;17.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161905.5757039;382685.4604;5.48650672;51.43323371;"{""coordinates"": [5.486505601024488, 51.43323338512942], ""type"": ""Point""}";51.43323338512942, 5.486505601024488
5403;Willem van Kesselstraat;5622JC;5622;100.0;146.0;24.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160710.62314654;385752.4788;5.46937249;51.46081549;"{""coordinates"": [5.4693711465797925, 51.460815146208354], ""type"": ""Point""}";51.460815146208354, 5.4693711465797925
5405;Willem van Konijnenburglaan;5613DW;5613;1.0;23.0;20.0;312;Lakerlopen;31;Wijk De Laak;3;Stadsdeel Tongelre;162500.89535;383259.49309855;5.49507995;51.43838588;"{""coordinates"": [5.495078836806839, 51.43838555165952], ""type"": ""Point""}";51.43838555165952, 5.495078836806839
5406;Willem van Millenberchstraat;5611PR;5611;1.0;27.0;15.0;212;Rochusbuurt;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161975.58232445;382592.67055;5.48751161;51.43239879;"{""coordinates"": [5.487510501178948, 51.432398466189355], ""type"": ""Point""}";51.432398466189355, 5.487510501178948
5410;Willemstraat;5611HA;5611;1.0;13.0;31.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;161082.96264232;383214.04245;5.47468626;51.43799444;"{""coordinates"": [5.474685070918961, 51.43799412121466], ""type"": ""Point""}";51.43799412121466, 5.474685070918961
5411;Willemstraat;5611HB;5611;15.0;35.0;85.0;112;Bergen;11;Wijk Centrum;1;Stadsdeel Centrum;160981.88235;383206.95758941;5.4732324;51.43793184;"{""coordinates"": [5.473231208505751, 51.43793152104833], ""type"": ""Point""}";51.43793152104833, 5.473231208505751
5415;Willemstraat;5616GG;5616;73.0;143.0;56.0;611;Eliasterrein, Vonderkwartier;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160506.99557276;383294.26905;5.46640394;51.4387215;"{""coordinates"": [5.46640272505404, 51.43872118291482], ""type"": ""Point""}";51.43872118291482, 5.46640272505404
5417;Windevlinderstraat;5641DP;5641;2.0;48.0;24.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164393.51532054;384877.19925;5.52234302;51.45289849;"{""coordinates"": [5.522341929644194, 51.45289813894975], ""type"": ""Point""}";51.45289813894975, 5.522341929644194
5421;Winkelcentrum Woensel;5625AB;5625;13.0;33.0;24.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161207.98291234;386558.2296;5.47654335;51.46805284;"{""coordinates"": [5.476541989838187, 51.46805248144786], ""type"": ""Point""}";51.46805248144786, 5.476541989838187
5425;Winkelcentrum Woensel;5625AG;5625;106.0;510.0;212.0;515;Winkelcentrum;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161245.24429079;386669.04355;5.47708157;51.46904849;"{""coordinates"": [5.477080204803758, 51.46904813597383], ""type"": ""Point""}";51.46904813597383, 5.477080204803758
5429;Winselerhof;5625LZ;5625;32.0;58.0;14.0;514;'t Hool;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;161104.9098;386975.2488913;5.47506722;51.47180241;"{""coordinates"": [5.47506583506598, 51.471802046244434], ""type"": ""Point""}";51.471802046244434, 5.47506583506598
5432;Winterjanstraat;5632MJ;5632;1.0;39.0;20.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162343.24625225;387731.2767;5.49290602;51.47858327;"{""coordinates"": [5.4929046766608876, 51.478582894814764], ""type"": ""Point""}";51.478582894814764, 5.4929046766608876
5435;Winterswijkstraat;5651BC;5651;1.0;21.0;17.0;624;Drents Dorp;62;Wijk Halve Maan;6;Stadsdeel Strijp;158967.08540332;384229.33495;5.44426712;51.44713947;"{""coordinates"": [5.444265784158569, 51.44713914676486], ""type"": ""Point""}";51.44713914676486, 5.444265784158569
5436;Witven;5645KJ;5645;1.0;23.0;17.0;230;Puttense Dreef;23;Wijk Putten;2;Stadsdeel Stratum;163968.35765144;381824.52325;5.51614863;51.42546597;"{""coordinates"": [5.51614764834205, 51.42546564217427], ""type"": ""Point""}";51.42546564217427, 5.51614764834205
5438;Woenselse Markt;5612CR;5612;25.0;35.0;29.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160902.72524444;384610.2577;5.47211751;51.45054647;"{""coordinates"": [5.47211623976968, 51.450546138598035], ""type"": ""Point""}";51.450546138598035, 5.47211623976968
5439;Woenselse Markt;5612CR;5612;16.0;24.0;12.0;413;Gildebuurt;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160902.72524444;384610.2577;5.47211751;51.45054647;"{""coordinates"": [5.47211623976968, 51.450546138598035], ""type"": ""Point""}";51.450546138598035, 5.47211623976968
5440;Woenselse Markt;5612CS;5612;36.0;65.0;59.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160865.33895;384683.80318048;5.4715809;51.45120794;"{""coordinates"": [5.471579623376693, 51.45120760458302], ""type"": ""Point""}";51.45120760458302, 5.471579623376693
5441;Woenselsestraat;5623EC;5623;277.0;307.0;18.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;161023.06775;386025.55975739;5.47387301;51.46326687;"{""coordinates"": [5.47387166580499, 51.46326651439172], ""type"": ""Point""}";51.46326651439172, 5.47387166580499
5442;Woenselsestraat;5623ED;5623;309.0;377.0;46.0;425;Rapenland;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160892.65938815;385810.87495;5.47199283;51.46133852;"{""coordinates"": [5.471991493407804, 51.461338170752974], ""type"": ""Point""}";51.461338170752974, 5.471991493407804
5446;Wolfsven;5646JK;5646;1.0;35.0;35.0;235;Gijzenrooi;23;Wijk Putten;2;Stadsdeel Stratum;163826.38324408;381102.03375;5.51408921;51.41897399;"{""coordinates"": [5.51408824280817, 51.41897366914204], ""type"": ""Point""}";51.41897366914204, 5.51408824280817
5448;Wolvendijk;5641AP;5641;79.0;125.0;15.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164703.82602098;384986.02735;5.52681037;51.45387145;"{""coordinates"": [5.526809290801283, 51.453871091239265], ""type"": ""Point""}";51.453871091239265, 5.526809290801283
5455;Wuustwezelstraat;5628RP;5628;1.0;20.0;18.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161567.8454;387808.69382224;5.4817457;51.47928873;"{""coordinates"": [5.481744304570372, 51.479288361541364], ""type"": ""Point""}";51.479288361541364, 5.481744304570372
5456;Xanthippehof;5631KZ;5631;1.0;6.0;6.0;435;Oude Gracht-Oost;43;Wijk Begijnenbroek;4;Stadsdeel Woensel-Zuid;162410.93330305;386087.25685;5.49384568;51.46380487;"{""coordinates"": [5.493844419430178, 51.46380451075889], ""type"": ""Point""}";51.46380451075889, 5.493844419430178
5466;Zandbloem;5658BX;5658;1.0;103.0;52.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156293.66584629;384009.48705;5.40580939;51.44517585;"{""coordinates"": [5.405808015798588, 51.445175558952975], ""type"": ""Point""}";51.445175558952975, 5.405808015798588
5468;Zanddreef;5658AG;5658;122.0;180.0;30.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156340.08115;384293.1360177;5.40647813;51.44772537;"{""coordinates"": [5.4064767430136484, 51.44772507574432], ""type"": ""Point""}";51.44772507574432, 5.4064767430136484
5471;Zandeiland;5658AK;5658;1.0;59.0;42.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156404.9841;384326.85607263;5.40741191;51.44802831;"{""coordinates"": [5.407410511482075, 51.44802801426406], ""type"": ""Point""}";51.44802801426406, 5.407410511482075
5477;Zandhoen;5658AL;5658;2.0;38.0;19.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156144.67504496;384094.05445;5.40366654;51.44593633;"{""coordinates"": [5.403665161937244, 51.44593603547211], ""type"": ""Point""}";51.44593603547211, 5.403665161937244
5478;Zandhoen;5658AZ;5658;1.0;53.0;27.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156175.43626492;384047.38885;5.40410887;51.4455168;"{""coordinates"": [5.404107493885607, 51.44551650949478], ""type"": ""Point""}";51.44551650949478, 5.404107493885607
5479;Zandhovenstraat;5628RM;5628;1.0;23.0;18.0;532;Tempel;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;161697.8808052;387811.84275;5.48361762;51.4793155;"{""coordinates"": [5.483616239657179, 51.47931513248964], ""type"": ""Point""}";51.47931513248964, 5.483616239657179
5480;Zandkasteel;5658BE;5658;2.0;190.0;78.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156737.93925;384085.85678829;5.41220033;51.44586111;"{""coordinates"": [5.412198953668531, 51.445860813050054], ""type"": ""Point""}";51.445860813050054, 5.412198953668531
5484;Zandkrab;5658AD;5658;2.0;44.0;22.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156501.88969891;384482.7089;5.40880658;51.44942897;"{""coordinates"": [5.408805179537325, 51.449428670195296], ""type"": ""Point""}";51.449428670195296, 5.408805179537325
5493;Zandstraat;5613BN;5613;5.0;15.0;6.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162916.14327484;383771.89055;5.50106362;51.44298596;"{""coordinates"": [5.501062508409105, 51.442985627815254], ""type"": ""Point""}";51.442985627815254, 5.501062508409105
5494;Zandstraat;5613BP;5613;8.0;30.0;12.0;311;Villapark;31;Wijk De Laak;3;Stadsdeel Tongelre;162884.614;383762.74720443;5.50060991;51.44290422;"{""coordinates"": [5.500608798054708, 51.442903883508755], ""type"": ""Point""}";51.442903883508755, 5.500608798054708
5496;Zandstrand;5658BJ;5658;1.0;31.0;16.0;640;Meerrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156430.19905;383941.90599702;5.40777305;51.44456806;"{""coordinates"": [5.407771677537861, 51.44456776126555], ""type"": ""Point""}";51.44456776126555, 5.407771677537861
5499;Zandtong;5658AX;5658;61.0;139.0;40.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156528.99577402;384361.65465;5.40919599;51.44834078;"{""coordinates"": [5.409194594767278, 51.44834048061164], ""type"": ""Point""}";51.44834048061164, 5.409194594767278
5500;Zandvis;5658BC;5658;2.0;80.0;40.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156653.10508894;384378.7207;5.41098142;51.44849383;"{""coordinates"": [5.410980023811544, 51.44849352705036], ""type"": ""Point""}";51.44849352705036, 5.410980023811544
5501;Zandvis;5658BP;5658;82.0;142.0;31.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156563.96128616;384300.9999;5.40969871;51.44779548;"{""coordinates"": [5.409697315645586, 51.44779517779713], ""type"": ""Point""}";51.44779517779713, 5.409697315645586
5502;Zandvis;5658BR;5658;1.0;19.0;10.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156583.17631545;384255.93025;5.40997491;51.44739031;"{""coordinates"": [5.409973524068006, 51.4473900079221], ""type"": ""Point""}";51.4473900079221, 5.409973524068006
5504;Zandzegge;5658BD;5658;47.0;93.0;24.0;634;Zandrijk;63;Wijk Meerhoven;6;Stadsdeel Strijp;156482.52954816;384237.3483;5.40852703;51.44722355;"{""coordinates"": [5.408525642086336, 51.44722325730007], ""type"": ""Point""}";51.44722325730007, 5.408525642086336
5509;Zebrastraat;5646BT;5646;2.0;32.0;16.0;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;163421.85355;381099.36906523;5.50827363;51.41895623;"{""coordinates"": [5.508272644716763, 51.41895591051251], ""type"": ""Point""}";51.41895591051251, 5.508272644716763
5514;Zeelsterstraat;5652EA;5652;1.0;41.0;20.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;159312.43535391;383345.9771;5.44922411;51.43919671;"{""coordinates"": [5.4492228366962365, 51.43919639628243], ""type"": ""Point""}";51.43919639628243, 5.4492228366962365
5515;Zeelsterstraat;5652EB;5652;43.0;75.0;28.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;159186.51109774;383288.80675;5.44741234;51.43868378;"{""coordinates"": [5.447411059954554, 51.43868346352793], ""type"": ""Point""}";51.43868346352793, 5.447411059954554
5518;Zeelsterstraat;5652EE;5652;123.0;155.0;25.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158703.81886074;383124.3737;5.44046841;51.43720913;"{""coordinates"": [5.44046712112416, 51.43720881760777], ""type"": ""Point""}";51.43720881760777, 5.44046712112416
5524;Zeelsterstraat;5652EM;5652;86.0;120.0;31.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158776.01538981;383172.7589;5.44150724;51.43764357;"{""coordinates"": [5.441505954914933, 51.437643255461275], ""type"": ""Point""}";51.437643255461275, 5.441505954914933
5527;Zeelsterstraat;5652ER;5652;216.0;282.0;42.0;622;Het Ven;62;Wijk Halve Maan;6;Stadsdeel Strijp;158160.80579344;383249.3999;5.43266004;51.43833627;"{""coordinates"": [5.432658728708047, 51.438335956299674], ""type"": ""Point""}";51.438335956299674, 5.432658728708047
5529;Zeggenweg;5641JM;5641;1.0;1.0;1.0;334;Urkhoven;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;165115.70834395;383544.06495;5.53269467;51.44090291;"{""coordinates"": [5.532693680962021, 51.440902560783194], ""type"": ""Point""}";51.440902560783194, 5.532693680962021
5531;Zernikestraat;5612HZ;5612;2.0;130.0;65.0;411;Limbeek-Noord;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160702.451854;384078.75065;5.46922776;51.445771;"{""coordinates"": [5.469226511638952, 51.44577067258691], ""type"": ""Point""}";51.44577067258691, 5.469226511638952
5543;Zonneroosstraat;5644ES;5644;1.0;49.0;27.0;221;Kerstroosplein;22;Wijk Kortonjo;2;Stadsdeel Stratum;162472.5763;381043.06663165;5.49462562;51.41846353;"{""coordinates"": [5.4946245991644265, 51.4184632188432], ""type"": ""Point""}";51.4184632188432, 5.4946245991644265
5545;Zoutmanstraat;5612KN;5612;1.0;40.0;21.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160818.2912;384432.36452929;5.4708999;51.44894833;"{""coordinates"": [5.470898635890672, 51.44894799840725], ""type"": ""Point""}";51.44894799840725, 5.470898635890672
5548;Zuiderzeelaan;5628KC;5628;1.0;20.0;20.0;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;160358.51510866;387578.77035;5.4643338;51.47723486;"{""coordinates"": [5.46433234767271, 51.47723449610648], ""type"": ""Point""}";51.47723449610648, 5.46433234767271
5557;Zwaluwstaartweg;5641GW;5641;1.0;51.0;26.0;335;'t Hofke;33;Wijk Oud-Tongelre;3;Stadsdeel Tongelre;164645.50139173;384455.0909;5.52595669;51.44910005;"{""coordinates"": [5.525955640558315, 51.44909969800288], ""type"": ""Point""}";51.44909969800288, 5.525955640558315
5561;da Costaweg;5615NA;5615;1.0;21.0;11.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160872.16929754;382158.3525;5.47163701;51.42850743;"{""coordinates"": [5.471635861835125, 51.428507117168905], ""type"": ""Point""}";51.428507117168905, 5.471635861835125
5562;da Costaweg;5615NB;5615;4.0;16.0;7.0;711;Schrijversbuurt;71;Wijk Rozenknopje;7;Stadsdeel Gestel;160803.84105164;382145.0704;5.47065429;51.42838875;"{""coordinates"": [5.470653147236233, 51.42838843744361], ""type"": ""Point""}";51.42838843744361, 5.470653147236233
5563;da Vittorialaan;5654BA;5654;2.0;26.0;13.0;724;Bennekel-Oost;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;160399.63383908;381377.1037;5.46483042;51.42148977;"{""coordinates"": [5.464829286000328, 51.42148945843298], ""type"": ""Point""}";51.42148945843298, 5.464829286000328
5564;de Bazelstraat;5624AT;5624;1.0;20.0;20.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159698.87155;386141.46318108;5.45481937;51.4643213;"{""coordinates"": [5.454817957987712, 51.46432095965651], ""type"": ""Point""}";51.46432095965651, 5.454817957987712
5565;de Beaufortpad;5624GE;5624;2.0;20.0;10.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160057.99454902;386822.7232;5.45999709;51.4704418;"{""coordinates"": [5.459995652464628, 51.47044144536904], ""type"": ""Point""}";51.47044144536904, 5.459995652464628
5568;de Fallastraat;5654SK;5654;1.0;9.0;10.0;722;Blaarthem;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159803.48485;381596.00519444;5.45626269;51.42346281;"{""coordinates"": [5.456261516305453, 51.423462496326], ""type"": ""Point""}";51.423462496326, 5.456261516305453
5570;de Genestetlaan;5615EH;5615;2.0;26.0;13.0;218;Elzent-Zuid;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;161370.84200591;382013.1854;5.4788048;51.42719715;"{""coordinates"": [5.47880369124357, 51.42719683575535], ""type"": ""Point""}";51.42719683575535, 5.47880369124357
5571;de Greefstraat;5622GJ;5622;1.0;15.0;47.0;424;Mensfort;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160499.79332522;386231.90785;5.46634632;51.46512702;"{""coordinates"": [5.466344937596158, 51.46512666616389], ""type"": ""Point""}";51.46512666616389, 5.466344937596158
5572;de Greide;5622NC;5622;11.0;24.0;14.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160787.92080839;385292.5292;5.47047717;51.45668037;"{""coordinates"": [5.470475854332842, 51.45668003125301], ""type"": ""Point""}";51.45668003125301, 5.470475854332842
5576;de Greide;5622NH;5622;3.0;7.0;5.0;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;160776.85845506;385238.67715;5.47031712;51.45619643;"{""coordinates"": [5.470315808269022, 51.4561960883326], ""type"": ""Point""}";51.4561960883326, 5.470315808269022
5577;de Jonghlaan;5616LB;5616;1.0;32.0;37.0;612;Philipsdorp;61;Wijk Oud-Strijp;6;Stadsdeel Strijp;160311.5834;383873.9828724;5.46360223;51.44393424;"{""coordinates"": [5.463600972501049, 51.44393391229079], ""type"": ""Point""}";51.44393391229079, 5.463600972501049
5581;de Klerklaan;5624BD;5624;40.0;70.0;16.0;512;Prinsejagt;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;159719.09654841;386091.73435;5.45510975;51.46387414;"{""coordinates"": [5.455108336391171, 51.463873795492695], ""type"": ""Point""}";51.463873795492695, 5.455108336391171
5589;de Koppele;5632LJ;5632;195.0;265.0;36.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162171.27745;387741.33362652;5.49043076;51.47867589;"{""coordinates"": [5.490429408650589, 51.47867551220668], ""type"": ""Point""}";51.47867551220668, 5.490429408650589
5594;de Koppele;5632LR;5632;519.0;577.0;30.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162134.57665;387933.04346311;5.48990635;51.48039956;"{""coordinates"": [5.489904990822128, 51.48039918877328], ""type"": ""Point""}";51.48039918877328, 5.489904990822128
5595;de Koppele;5632LS;5632;579.0;649.0;36.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162207.088;388063.00229227;5.49095285;51.48156679;"{""coordinates"": [5.4909514873326115, 51.48156641557138], ""type"": ""Point""}";51.48156641557138, 5.4909514873326115
5596;de Koppele;5632LT;5632;651.0;709.0;30.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162172.62105;388059.20596649;5.49045659;51.48153311;"{""coordinates"": [5.490455229979779, 51.4815327328157], ""type"": ""Point""}";51.4815327328157, 5.490455229979779
5598;de Koppele;5632LV;5632;773.0;783.0;6.0;544;Heesterakker;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162142.72635;388084.32888788;5.49002675;51.48175931;"{""coordinates"": [5.4900253810699144, 51.48175893387639], ""type"": ""Point""}";51.48175893387639, 5.4900253810699144
5600;de Kulder;5632WT;5632;2.0;52.0;27.0;543;Vaartbroek;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;162724.48612115;387948.96125;5.49839869;51.48053485;"{""coordinates"": [5.498397361958513, 51.48053447309458], ""type"": ""Point""}";51.48053447309458, 5.498397361958513
5601;de Lairessestraat;5642LS;5642;1.0;31.0;16.0;322;Doornakkers-Oost;32;Wijk Doornakkers;3;Stadsdeel Tongelre;163978.57965;383172.43021689;5.51632996;51.43758168;"{""coordinates"": [5.516328934976272, 51.43758134738487], ""type"": ""Point""}";51.43758134738487, 5.516328934976272
5604;de Montestraat;5654EE;5654;2.0;12.0;6.0;725;Bennekel-West, Gagelbosch;72;Wijk Oud-Gestel;7;Stadsdeel Gestel;159705.18572876;381136.975;5.45484326;51.41933756;"{""coordinates"": [5.454842100781415, 51.41933725130905], ""type"": ""Point""}";51.41933725130905, 5.454842100781415
5610;de Vier Heemskinderenlaan;5625HA;5625;1.0;27.0;14.0;513;Jagershoef;51;Wijk Ontginning;5;Stadsdeel Woensel-Noord;160732.35475456;387282.01655;5.46971016;51.47456376;"{""coordinates"": [5.46970873743722, 51.47456339344575], ""type"": ""Point""}";51.47456339344575, 5.46970873743722
5613;de Vriesstraat;5612KH;5612;45.0;79.0;18.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160907.54987872;384268.03025;5.47218117;51.44747026;"{""coordinates"": [5.4721799178337465, 51.447469924775206], ""type"": ""Point""}";51.447469924775206, 5.4721799178337465
5615;de Vriesstraat;5612KK;5612;2.0;44.0;41.0;412;Hemelrijken;41;Wijk Oud-Woensel;4;Stadsdeel Woensel-Zuid;160994.18656722;384339.46215;5.47342866;51.44811142;"{""coordinates"": [5.473427405599313, 51.44811108473305], ""type"": ""Point""}";51.44811108473305, 5.473427405599313
